,book title,ratings,avg_score,author,score,votes
1705,Eligible,"101,049",3.60,Curtis Sittenfeld,"192,",3
1706,Stormfire,"1,900",3.56,Christine Monson,"191,",2
1707,"Do You Want to Start a Scandal (Spindle Cove, #5; Castles Ever After, #4)","25,429",4.05,Tessa Dare,"191,",4
1708,"Love Times Infinity (Relinquished, #1)",39,3.82,K.L. Ramsey,"191,",2
1709,The Dreaming,103,4.81,Amanda Sheridan,"191,",2
1710,It Started with a Book,"1,544",3.51,Camilla Isley,"191,",2
1711,Letters to Kelly,"1,083",3.91,Suzanne Brockmann,"190,",2
1712,The Scorpio Races,"113,936",4.10,Maggie Stiefvater,"190,",3
1713,"Love Thy Neighbour (Friend-Zoned, #2)","17,180",4.17,Belle Aurora,"190,",4
1714,"The Mine (Northwest Passage, #1)","2,569",4.08,John A. Heldt,"190,",2
1715,"The Trouble with Playing Cupid (Cupid, #1)",88,4.02,Tamara Philip,"190,",2
1716,"Shadow's Stand (Hell's Eight, #5)","1,858",4.07,Sarah McCarty,"190,",3
1717,Obsession,"29,769",4.10,Jennifer L. Armentrout,"190,",4
1718,The Summer Letters,754,4.38,Elyse Douglas,"190,",2
1719,"All That Really Matters (McKenzie Family Romance, #1)","3,932",4.39,Nicole Deese,"190,",2
1720,The Girl In Times Square,"8,550",3.89,Paullina Simons,"189,",2
1721,The Birth of Venus,"100,040",3.81,Sarah Dunant,"189,",3
1722,"You Had Me At Hello (You Had Me At Hello, #1)","35,400",3.78,Mhairi McFarlane,"189,",2
1723,Arrangement in Black and White,607,4.35,Fred Misurella,"189,",2
1724,Makeover,10,4.40,Barbara Lorna Hudson,"189,",2
1725,Piece of my Heart: Vol.1 - Guilty,31,4.48,Nya Ando,"189,",2
1726,"The Ex Hex (The Ex Hex, #1)","288,714",3.47,Erin Sterling,"189,",2
1727,Alone With You in the Ether,"109,048",3.77,Olivie Blake,"189,",2
1728,Veronika Decides to Die,"243,663",3.74,Paulo Coelho,"188,",2
1729,"Come to Me Quietly (Closer to You, #1)","12,422",4.01,A.L. Jackson,"188,",2
1730,Wolf Eye Sly (Wolf Eye Lighthouse Series Book 1),33,4.48,Terri Lyndie,"188,",2
1731,Aşk Her Şeyi Affeder mi? (Sonsuza Kadar #1),136,4.08,Burcu Büyükyıldız,"188,",2
1732,Neighbor Dearest,"32,343",4.09,Penelope Ward,"188,",3
1733,Naval Maneuvers,37,4.11,Dee S. Knight,"188,",2
1734,All She Ever Needed,avg,really,Lora Logan,"188,",2
1735,"The Wedding Date (The Wedding Date, #1)","163,901",3.56,Jasmine Guillory,"188,",3
1736,"Into the Dark (Lords of the Underworld, #0.5,3.5; Atlantis #4.5)","7,676",4.24,Gena Showalter,"187,",3
1737,"Once Upon a Winter's Eve (Spindle Cove, #1.5)","14,455",3.57,Tessa Dare,"187,",3
1738,Disney Snow White and the Seven Dwarfs,"27,320",4.21,Walt Disney Company,"187,",2
1739,The Little Paris Bookshop,"107,388",3.50,Nina George,"187,",3
1740,If I Never Met You,"72,794",3.80,Mhairi McFarlane,"187,",2
1741,Rapid Eye Movement,160,4.61,Amanda Sheridan,"187,",2
1742,"Love for the Cold-Blooded, or The Part-Time Evil Minion's Guide to Accidentally Dating a Superhero","2,209",4.15,Alex Gabriel,"187,",2
1743,The Apothecary's Daughter,"27,283",3.82,Julie Klassen,"186,",2
1744,Mistress of Mellyn,"9,872",3.93,Victoria Holt,"186,",3
1745,"Entwined (Knights of Brethren, #2)",807,4.57,Jody Hedlund,"186,",2
1746,You Wish,"4,516",3.79,Mandy Hubbard,"185,",3
1747,"One Dance with a Duke (Stud Club, #1)","17,848",3.85,Tessa Dare,"185,",4
1748,"Flock (The Ravenhood, #1)","288,736",4.09,Kate  Stewart,"185,",2
1749,Betrayed: Alternate Ending,"1,685",3.61,Wodke Hawkinson,"184,",2
1750,"From Ashes (From Ashes, #1)","28,129",4.12,Molly McAdams,"184,",4
1751,Just One of the Guys,"19,379",3.91,Kristan Higgins,"184,",2
1752,"Proposing Mischief (The Joplin Chronicles, #2)",620,4.38,Regina Jennings,"184,",2
1753,"With No Remorse (Black Ops Inc., #6)","4,753",4.27,Cindy Gerard,"183,",2
1754,"This Is All I Ask (de Piaget, #6; de Piaget/MacLeod, #3)","4,722",4.20,Lynn Kurland,"183,",3
1755,"Through a Glass Darkly (Tamworth Saga, #2)","11,409",3.98,Karleen Koen,"183,",2
1756,"Rock Chick Renegade (Rock Chick, #4)","34,648",4.44,Kristen Ashley,"183,",4
1757,"Caine's Reckoning (Hell's Eight, #1)","4,550",3.94,Sarah McCarty,"183,",2
1758,"Devil May Cry (Dark-Hunter, #11)","39,906",4.30,Sherrilyn Kenyon,"183,",3
1759,"Gabriel's Rapture (Gabriel's Inferno, #2)","115,826",4.20,Sylvain Reynard,"183,",2
1760,"The Friend Zone (The Friend Zone, #1)","445,232",3.90,Abby Jimenez,"183,",2
1761,Normal People,"1,885,559",3.81,Sally Rooney,"183,",2
1762,"Her Soul to Take (Souls Trilogy, #1)","153,389",4.03,Harley Laroux,"183,",3
1763,Broken,"9,944",3.91,Megan Hart,"182,",2
1764,Fools Rush in,"11,479",3.80,Kristan Higgins,"182,",2
1765,"Star Struck (Starlight, #1)",833,3.90,J.S.  Taylor,"182,",2
1766,"Nothing Left to Lose (Guarded Hearts, #1-2)","16,342",4.26,Kirsty Moseley,"182,",2
1767,"The Wanderer (Thunder Point, #1)",avg,really,Robyn Carr,"182,",3
1768,The Last Valentine,407,4.07,Felix Alexander,"182,",2
1769,"Alex, Approximately","55,223",3.93,Jenn Bennett,"182,",2
1770,Megan Meade's Guide to the McGowan Boys,"32,830",3.92,Kate Brian,"181,",3
1771,Come Find Me,108,3.95,Travis Neighbor Ward,"181,",2
1772,HardBall,"6,730",3.86,C.D. Reiss,"181,",2
1773,"Heavy Issues (Bowen Boys, #2)","9,727",4.07,Elle Aycart,"180,",3
1774,"Breaking Him (Love is War, #1)","12,135",4.16,R.K. Lilley,"180,",2
1775,The Starless Sea,"235,528",3.84,Erin Morgenstern,"180,",2
1776,So Much Closer,"9,619",3.68,Susane Colasanti,"179,",2
1777,The River Knows,"7,959",3.93,Amanda Quick,"179,",4
1778,Prom & Prejudice,"19,822",3.82,Elizabeth Eulberg,"179,",2
1779,"Born in Ice (Born In Trilogy, #2)","41,201",4.19,Nora Roberts,"179,",3
1780,"Lovelight Farms (Lovelight, #1)","176,938",3.80,B.K. Borison,"179,",3
1781,"Ethereal (Celestra, #1)","14,023",3.75,Addison Moore,"178,",4
1782,"Beyond the Veil (The Grey Wolves, #5)","14,238",4.48,Quinn Loftis,"178,",3
1783,Autoboyography,"61,680",4.10,Christina Lauren,"178,",2
1784,"Creed (Unfinished Hero, #2)","35,027",4.15,Kristen Ashley,"177,",3
1785,Snowfire: A heartwarming romance set in Iceland (99p Romance Specials Book 16),43,3.77,Dana James,"177,",2
1786,"Take a Chance (Rosemary Beach, #7; Chance, #1)","38,618",4.13,Abbi Glines,"177,",3
1787,"Foreplay (The Ivy Chronicles, #1)","19,679",3.90,Sophie Jordan,"177,",2
1788,Jamilia,"10,372",3.90,Chingiz Aitmatov,"176,",2
1789,Doctor in the Andes: A Heartwarming Medical Romance (99p Medical Romance Specials Book 29),9,3.11,Dana James,"176,",2
1790,Heart of Glass: A Cornish Romance (99p Romance Specials Book 15),28,3.57,Dana James,"176,",2
1791,Doctor in New Guinea: A Heartwarming Medical Romance (Medical Romance Specials Book 28),13,3.08,Dana James,"176,",2
1792,Love's Ransom,21,3.29,Dana James,"176,",2
1793,Bullwhipped,103,3.87,Danica Chandler,"176,",2
1794,Avalon High,"47,592",3.81,Meg Cabot,"176,",2
1795,The Worst Best Man,"76,835",3.54,Mia Sosa,"176,",2
1796,Fantasy Football,"1,408",3.75,Jennifer LoGalbo,"175,",2
1797,Griffin & Sabine:  An Extraordinary Correspondence (Griffin & Sabine #1),"76,541",4.03,Nick Bantock,"175,",2
1798,Dream of Me / Believe in Me (Viking & Saxon #1-2),"1,965",4.15,Josie Litton,"175,",2
1799,"Ruthless (The House of Rohan, #1)","7,340",3.78,Anne Stuart,"175,",3
1800,"I Own the Dawn (The Night Stalkers, #2)","1,376",4.15,M.L. Buchman,"175,",2
1801,Pool of Dreaming,22,3.36,Dana James,"175,",2
1802,"This Time Around (Love in the Heartland, #2)","1,272",4.32,Stacey Lynn,"174,",2
1803,"If You Hear Her (The Ash Trilogy, #1)","2,691",3.87,Shiloh Walker,"173,",3
1804,Follow My Lead (The Blue Raven #3),"1,342",3.79,Kate Noble,"173,",2
1805,"Maid for the Billionaire (Legacy Collection, #1)","20,541",3.82,Ruth Cardello,"173,",2
1806,"The Lonely (The Lonely, #1)","4,272",3.88,Tara Brown,"173,",2
1807,The Last Time I Saw Paris,"4,489",3.81,Lynn Sheene,"173,",2
1808,"Bad Rep (Bad Rep, #1)","24,407",3.90,A. Meredith Walters,"173,",2
1809,Topaz Heat,492,4.41,Hallee Bridgeman,"173,",2
1810,Wedding Night,"102,639",3.48,Sophie Kinsella,"173,",2
1811,"Spellbound (Spellbound, #1)","12,509",3.87,Cara Lynn Shultz,"172,",2
1812,Bloom,"13,522",3.69,Elizabeth Scott,"172,",3
1813,The Constant Princess,"167,349",3.93,Philippa Gregory,"172,",2
1814,"Maid for Love (Gansett Island, #1)","26,790",4.01,Marie Force,"172,",2
1815,"Cold Magic (Spiritwalker, #1)","9,375",3.72,Kate Elliott,"172,",2
1816,"Girl Gone Viral (Modern Love, #2)","12,794",3.69,Alisha Rai,"172,",2
1817,"The Wedding Party (The Wedding Date, #3)","56,863",3.77,Jasmine Guillory,"172,",2
1818,"Kiss the Sky (Calloway Sisters, #1)","93,421",4.19,Krista Ritchie,"172,",2
1819,Night of the Phantom,551,3.60,Anne Stuart,"171,",2
1820,Taming Mad Max,"2,656",3.65,Theresa Ragan,"171,",3
1821,"The Serpent Prince (Princes Trilogy, #3)","9,855",3.76,Elizabeth Hoyt,"171,",2
1822,"The Rake And The Recluse: REDUX (Lords of Time, #1)","1,311",3.80,Jenn LeBlanc,"171,",2
1823,"In the Band (Luminescent Juliet, #1)","12,290",3.91,Jean Haus,"171,",2
1824,Get a Clue,"5,275",3.68,Jill Shalvis,"171,",2
1825,Seize the Night (Dark-Hunter #6),"48,768",4.35,Sherrilyn Kenyon,"171,",5
1826,"Tamed by You (Laurel Heights, #7)","3,495",3.91,Kate Perry,"171,",2
1827,"The Way You Look Tonight (Seattle Sullivans, #2; The Sullivans, #10)","12,915",4.08,Bella Andre,"171,",2
1828,"La catedral del mar (La catedral del mar, #1)","65,523",4.18,Ildefonso Falcones,"171,",2
1829,My Not So Perfect Life,"134,653",3.80,Sophie Kinsella,"171,",2
1830,"Hollowland (The Hollows, #1)","18,496",3.96,Amanda Hocking,"170,",2
1831,Finding Home,"6,477",3.91,Lauren Baker,"170,",2
1832,"Club Dead (Sookie Stackhouse, #3)","245,222",4.02,Charlaine Harris,"170,",2
1833,"Always Only You (Bergman Brothers, #2)","49,841",3.94,Chloe Liese,"170,",2
1834,"Daimon (Covenant, #0.5)",avg,really,Jennifer L. Armentrout,"169,",3
1835,"Something, Maybe","13,172",3.72,Elizabeth Scott,"169,",2
1836,"Nauti Dreams (Nauti, #3)","8,068",4.26,Lora Leigh,"169,",3
1837,"The Hawk and the Jewel (Kensington Chronicles, #1)","10,042",4.16,Lori Wick,"169,",2
1838,Him,31,2.81,Cecilia Scott,"169,",2
1839,Agnes Grey,"82,660",3.71,Anne Brontë,"169,",2
1840,"The Talisman Ring: Gossip, scandal and an unforgettable Regency romance","10,207",4.10,Georgette Heyer,"169,",3
1841,Weightless,"10,860",4.06,Kandi Steiner,"169,",2
1842,"Through a Dark Mist (Robin Hood, #1)","2,028",3.97,Marsha Canham,"168,",2
1843,"Angelfire (Angelfire, #1)","29,934",3.93,Courtney Allison Moulton,"168,",2
1844,"The Mystic Wolves (Mystic Wolves, #1)","5,866",3.85,Belinda Boring,"168,",2
1845,Maybe Baby,890,3.71,Elaine Fox,"168,",2
1846,"The Rake (Lessons in Love, #1)","9,479",3.86,Suzanne Enoch,"168,",4
1847,"Come A Little Bit Closer (San Francisco Sullivans, #7; The Sullivans, #7)","12,153",4.23,Bella Andre,"167,",2
1848,"Crash into Me (Heart of Stone, #1)","7,968",3.91,K.M. Scott,"167,",2
1849,"There and Now (Beyond the Threshold, #1)","1,582",3.97,Linda Lael Miller,"167,",2
1850,Beauty: A Retelling of the Story of Beauty and the Beast,"83,009",4.05,Robin McKinley,"167,",2
1851,"Nuts (Hudson Valley, #1)",avg,really,Alice Clayton,"167,",3
1852,Lucy Sullivan Is Getting Married,"51,598",3.78,Marian Keyes,"167,",2
1853,Book Lovers,"1,573,209",4.09,Emily Henry,"167,",2
1854,Willow,"32,834",3.90,Julia Hoban,"166,",2
1855,"Wizard's First Rule (Sword of Truth, #1)","253,880",4.12,Terry Goodkind,"166,",3
1856,"Tear (Seaside, #1)","11,180",3.94,Rachel Van Dyken,"166,",2
1857,"The Heiress Bride (Brides, #3)","4,591",3.93,Catherine Coulter,"166,",3
1858,Here's Looking at You,"21,560",3.75,Mhairi McFarlane,"166,",2
1859,"The Way We Fall (The Story of Us, #1)","6,982",3.94,Cassia Leo,"166,",2
1860,Henrietta's Own Castle,652,4.16,Betty Neels,"166,",2
1861,"Silk Is for Seduction (The Dressmakers, #1)","12,951",3.92,Loretta Chase,"166,",2
1862,"Red Lily (In the Garden, #3)","43,123",4.11,Nora Roberts,"166,",2
1863,"A Kingdom of Flesh and Fire (Blood and Ash, #2)","596,763",4.32,Jennifer L. Armentrout,"166,",2
1864,The Proposition,"4,891",3.89,Judith Ivory,"165,",3
1865,"Always on My Mind (San Francisco Sullivans, #8; The Sullivans, #8)","11,138",4.29,Bella Andre,"165,",2
1866,"Dawn's Early Light (Williamsburg, #1)","1,679",4.26,Elswyth Thane,"165,",2
1867,"Strings (Hard Rock Harlots, #1)","9,210",3.93,Kendall Grey,"165,",2
1868,"Hate to Want You (Forbidden Hearts, #1)","7,619",3.70,Alisha Rai,"165,",2
1869,"Unclaimed (Turner, #2)","7,287",3.93,Courtney Milan,"164,",4
1870,"Nauti Nights (Nauti, #2)","9,166",4.20,Lora Leigh,"164,",3
1871,"The Morning Side of Dawn (Holt, #3)",295,4.04,Justine Davis,"163,",2
1872,The Gift: Home for Christmas / All I Want for Christmas,"8,066",3.94,Nora Roberts,"163,",3
1873,The Dangerous Dandy,243,3.72,Barbara Cartland,"163,",2
1874,The Prisoner of Love,253,3.53,Barbara Cartland,"163,",2
1875,"Crash into You (Pushing the Limits, #3)","27,101",4.26,Katie McGarry,"163,",2
1876,"Dirty Red (Love Me with Lies, #2)","34,873",4.19,Tarryn Fisher,"163,",2
1877,Blackmailed (Blackmailed #1),"4,345",3.82,Annmarie McKenna,"162,",3
1878,"Fallen (Guardian Saga, #1)","11,015",3.85,Laury Falter,"162,",2
1879,"If You Were Mine (San Francisco Sullivans, #5; The Sullivans, #5)","13,274",4.25,Bella Andre,"162,",2
1880,"Saga, Volume 1","362,890",4.15,Brian K. Vaughan,"162,",2
1881,Anyone But You,"21,405",3.82,Jennifer Crusie,"162,",2
1882,Swear on This Life,"60,168",4.13,Renee Carlino,"162,",2
1883,"The Boy Next Door (Boy, #1)","69,285",3.82,Meg Cabot,"162,",2
1884,"Sweet Disorder (Lively St. Lemeston, #1)","1,746",3.73,Rose Lerner,"162,",2
1885,"Prince Joe (Tall, Dark & Dangerous, #1)","6,513",3.96,Suzanne Brockmann,"161,",3
1886,The House at Riverton,"125,878",3.96,Kate Morton,"161,",2
1887,"Deacon (Unfinished Hero, #4)","24,266",4.30,Kristen Ashley,"161,",3
1888,"Forged in Fire (Red-Hot SEALs, #1)","9,161",4.02,Trish McCallan,"160,",2
1889,Romancing the Stone,312,3.75,Joan Wilder,"160,",2
1890,"Moonglow (Darkest London, #2)","7,938",3.98,Kristen Callihan,"160,",2
1891,"Bareback (Bareback, #1)","3,954",3.96,Chris Owen,"159,",2
1892,"Bluegrass Undercover (Bluegrass Brothers, #1)","10,050",4.27,Kathleen Brooks,"159,",2
1893,The Legacy,"9,201",3.71,Katherine Webb,"159,",2
1894,"Marly's Choice  (Men of August, #1)","5,218",3.85,Lora Leigh,"159,",2
1895,"Once Upon a Marquess (The Worth Saga, #1)","5,099",3.74,Courtney Milan,"159,",2
1896,"Never Too Far (Rosemary Beach, #2; Too Far, #2)","123,281",4.16,Abbi Glines,"159,",2
1897,"The Barbarian Prince (Dragon Lords, #1)","4,855",3.69,Michelle M. Pillow,"158,",2
1898,Palomino,"11,340",3.94,Danielle Steel,"158,",2
1899,"The Heir (The Selection, #4)","404,666",3.62,Kiera Cass,"158,",2
1900,The Boys Next Door,274,3.49,Sierra Dafoe,"157,",3
1901,"Fissure (The Patrick Chronicles, #1)","3,273",4.04,Nicole  Williams,"157,",2
1902,The Reluctant Heiress,"8,574",3.93,Eva Ibbotson,"157,",2
1903,"Řeka bohů (Řeka bohů, #1)","44,045",4.23,Wilbur Smith,"157,",2
1904,The Girls' Guide to Hunting and Fishing,"138,828",3.37,Melissa Bank,"157,",2
1905,"Ruthless People (Ruthless People, #1)","36,914",3.87,J.J. McAvoy,"157,",3
1906,"Sugar Creek (Destiny, #2)","3,100",4.01,Toni Blake,"157,",2
1907,"Caged (Caged, #1)","4,305",3.82,Amber Lynn Natusch,"156,",2
1908,Collision Course,"12,509",4.03,S.C. Stephens,"156,",2
1909,"Playing with Fire (Tales of an Extraordinary Girl, #1)","9,839",3.93,Gena Showalter,"156,",2
1910,"The Summerhouse (The Summerhouse, #1)","14,449",3.97,Jude Deveraux,"156,",3
1911,"An Extraordinary Union (The Loyal League, #1)","10,166",3.83,Alyssa Cole,"156,",2
1912,"Don't Tempt Me (Fallen Women, #2)","4,519",3.82,Loretta Chase,"155,",3
1913,To Wed a Wild Lord (Hellions of Halstead Hall #4),"5,655",4.05,Sabrina Jeffries,"155,",3
1914,From What I Remember...,"6,634",3.94,Stacy Kramer,"155,",2
1915,"Sacrifice of Love (The Grey Wolves, #7)","8,986",4.55,Quinn Loftis,"155,",2
1916,"Sarah's Seduction (Men of August, #2)","3,819",3.97,Lora Leigh,"155,",2
1917,"A Curse So Dark and Lonely (Cursebreakers, #1)","180,275",3.96,Brigid Kemmerer,"155,",2
1918,Love on the Brain,"643,513",3.90,Ali Hazelwood,"155,",2
1919,"You Deserve Each Other (You Deserve Each Other, #1)","142,281",3.86,Sarah Hogle,"155,",2
1920,The Rule of Four,"38,637",3.29,Ian Caldwell,"154,",2
1921,"The Chocolate Thief (Amour et Chocolat, #1)","5,127",3.59,Laura Florand,"154,",2
1922,"Sweet Addiction (Sweet Addiction, #1)","30,444",4.02,J.  Daniels,"154,",3
1923,The Tearoom on the Bay,"2,476",4.17,Rachel Burton,"154,",2
1924,Bamboo & Lace,"5,467",4.10,Lori Wick,"154,",2
1925,Luna and the Lie,"70,190",4.06,Mariana Zapata,"154,",2
1926,The Unofficial Zack Warren Fan Club,"6,707",3.74,J.C. Isabella,"153,",3
1927,"Last Man Standing (Black Ops Inc., #7)","4,159",4.28,Cindy Gerard,"153,",2
1928,"Because You Are Mine (Because You Are Mine, #1)","10,066",3.84,Beth Kery,"153,",2
1929,"Show No Mercy (Black Ops Inc., #1)",avg,really,Cindy Gerard,"153,",2
1930,"Sawyer (Buckhorn Brothers, #1)",avg,really,Lori Foster,"153,",2
1931,Lady Chatterley’s Lover,"138,499",3.50,D.H. Lawrence,"153,",3
1932,"Rhythm, Chord & Malykhin","36,860",3.85,Mariana Zapata,"153,",2
1933,Heart and Soul: From This Day / Storm Warning,126,3.37,Nora Roberts,"153,",2
1934,"Shadow Keeper (Shadow Riders, #3)","6,705",4.26,Christine Feehan,"153,",2
1935,Without Merit,"327,894",3.66,Colleen Hoover,"153,",2
1936,"Lost and Found (Emi Lost & Found, #1)","3,281",3.97,Lori L. Otto,"152,",2
1937,Tryst,710,4.24,Elswyth Thane,"152,",2
1938,Becoming Calder,"23,360",4.20,Mia Sheridan,"152,",2
1939,The Princess,"14,537",4.14,Lori Wick,"152,",2
1940,"Consumed (Dark Protectors, #4)","8,410",4.32,Rebecca Zanetti,"151,",2
1941,Snow Falling on Cedars,"194,769",3.86,David Guterson,"151,",2
1942,Forever After: A Romantic Suspense Novel About Second Chances and Love Between a Mother on the Run and a Small-Town Lawman,"2,256",4.12,Catherine Anderson,"151,",2
1943,"Searching For Moore (Needing Moore, #1)","6,159",4.04,Julie A. Richman,"151,",2
1944,"One Tiny Lie (Ten Tiny Breaths, #2)","40,362",4.24,K.A. Tucker,"151,",2
1945,"The Chocolate Rose (Amour et Chocolat, #3; La Vie en Roses, #0.5)","1,699",3.78,Laura Florand,"151,",2
1946,Breaking Sin,"3,067",3.67,Teresa Mummert,"150,",2
1947,Wait Until Midnight,"6,985",3.96,Amanda Quick,"150,",3
1948,"Free Falling  (Best Friend, #2)","5,042",3.71,Kirsty Moseley,"150,",2
1949,A Pirate's Love,"7,374",3.67,Johanna Lindsey,"150,",2
1950,"Black Rainbow (Rainbows, #1)","10,989",4.08,J.J. McAvoy,"150,",3
1951,"It Starts with Us (It Ends with Us, #2)","2,125,606",3.84,Colleen Hoover,"150,",2
1952,"Captives of the Night (Scoundrels, #2)","3,437",3.68,Loretta Chase,"149,",2
1953,"Meridian (Fenestra, #1)","9,149",3.71,Amber Kizer,"149,",3
1954,The Nonesuch,"12,660",4.10,Georgette Heyer,"149,",2
1955,Back to You,avg,really,Priscilla Glenn,"149,",2
1956,The Reluctant Widow,"11,197",3.92,Georgette Heyer,"149,",2
1957,Sprig Muslin,"9,218",3.92,Georgette Heyer,"149,",2
1958,"Dragon's Lair (Wind Dragons MC, #1)","22,020",3.94,Chantal Fernando,"149,",2
1959,"A Kiss for Midwinter (Brothers Sinister, #1.5)","10,847",3.89,Courtney Milan,"148,",2
1960,"Edge (Fire on Ice, #3)","2,388",4.26,Brenda Rothert,"148,",2
1961,"The Shop on Blossom Street (Blossom Street, #1)","35,164",4.07,Debbie Macomber,"148,",3
1962,"Forbidden (Old West, #1)","5,702",4.01,Beverly Jenkins,"148,",2
1963,"Trade Me (Cyclone, #1)","5,685",3.75,Courtney Milan,"148,",2
1964,Drawn Together,"4,703",3.80,Z.A. Maxfield,"147,",2
1965,"Deep Kiss of Winter (Includes: Immortals After Dark, #7; Alien Huntress, #3.5)","32,944",4.19,Kresley Cole,"147,",3
1966,"Seducing Samantha (Ashland Pride, #1)","1,592",3.94,R.E. Butler,"147,",2
1967,"Gravity (Mageri, #4; Mageriverse #4)","9,014",4.37,Dannika Dark,"147,",2
1968,Fast Women,"14,495",3.82,Jennifer Crusie,"147,",2
1969,"Married for Christmas (Willow Park, #1)","6,669",3.75,Noelle  Adams,"147,",2
1970,"Infini (Aerial Ethereal, #2)","3,993",4.15,Krista Ritchie,"147,",3
1971,"Fate Interrupted (Fate Interrupted, #1)","5,905",3.76,Kaitlyn Cross,"146,",2
1972,"A Wanted Man (Stone Creek, #2)","3,451",4.19,Linda Lael Miller,"146,",2
1973,"The Man from Stone Creek (Stone Creek, #1)","4,951",4.13,Linda Lael Miller,"146,",2
1974,"Drive (Fire on Ice, #4)","1,896",4.22,Brenda Rothert,"146,",2
1975,"Gitme (Kayıp Şehir, #3)",216,4.34,Selvi Atıcı,"146,",2
1976,"Double Time (Sinners on Tour, #5)","26,100",4.10,Olivia Cunning,"145,",3
1977,"A Dark Champion (Brotherhood of the Sword, #5)","3,898",4.14,Kinley MacGregor,"145,",2
1978,"Paladin's Grace (The Saint of Steel, #1)","54,293",4.05,T. Kingfisher,"145,",2
1979,"Boyfriend Material (London Calling, #1)","157,321",3.98,Alexis  Hall,"145,",2
1980,"Lonely Souls (Witch Avenue, #1)","2,927",3.77,Karice Bolton,"144,",2
